country,year,yearcode,urbpop,urbpopgr,gdpgr,gdppcgr,gnigr,gnipcgr,tradegdp,realir,infl,inflgdpdef,birthrate,unemp,gini,gdp_pppcidmil,gdppc_pppcid,or_percentgdp,gniatlas_curmil,popmil,popgr,landarea,lfb,health_pccur
El Salvador,1997,YR1997,55.76,2.411039562,4.245986733,3.394394704,3.634354518,2.787758951,63.44593663,12.08045598,4.490136279,3.544665587,27.619,8,,23644873409.6703,4049.401665,0,1810,5839103,0.820261259,20720,69.25595122,155.3241653
El Salvador,1998,YR1998,56.64,2.231456385,3.749451452,3.061200457,3.856558811,3.167597289,61.87316271,10.61500995,2.547059776,3.949123525,26.665,7.300000191,54.52,24854884547.7688,4228.389655,0,1900,5878097,0.665588092,20720,69.38904878,168.485505
El Salvador,1999,YR1999,57.52,2.101511823,3.448869306,2.871395434,2.460103432,1.888149064,62.21789251,15.07434474,0.51482713,0.33875659,25.628,7,52.24,26088926111.6419,4413.552908,0,1990,5911094,0.55978542,20720,69.5332439,167.9697823
El Salvador,2000,YR2000,58.4,2.011273101,2.152879729,1.650550679,2.548130063,2.043857399,69.83399427,10.47700579,2.271287568,3.150424099,24.566,7,,27227196279.5000,4583.467731,0,2110,5940305,0.492955459,20720,69.70160976,176.3909309
El Salvador,2001,YR2001,58.68,0.910379631,1.709243182,1.270732737,1.689592867,1.251167143,67.46523319,,3.750820575,3.399310882,23.553,7,53.6,28320404671.2400,4746.945441,0,2190,5966027,0.432073287,20720,69.89568293,180.8275573
El Salvador,2002,YR2002,58.96,0.847545983,2.340187774,1.960682465,1.980507876,1.602336359,67.44392487,,1.865525036,1.207639501,22.655,6.199999809,53.1,29454006121.5363,4918.647307,0,2260,5988233,0.371516523,20720,70.09882927,183.0601635
El Salvador,2003,YR2003,59.24,0.812032583,2.30003827,1.954584358,1.707012599,1.363561257,70.04193611,,2.120390917,2.807783379,21.917,6.900000095,50.72,30780905618.8957,5122.873894,0,2420,6008523,0.338258432,20720,70.29997561,182.8721447
El Salvador,2004,YR2004,59.52,0.808309885,1.850535583,1.508110682,1.794794929,1.452557429,72.91290835,,4.451943924,3.08744535,21.359,6.800000191,49,32238905231.5938,5347.49005,0,2620,6028792,0.336769772,20720,70.49963415,189.2766739
El Salvador,2005,YR2005,59.8,0.828967327,3.562814501,3.191029845,3.594741288,3.222842017,69.80133148,,4.690948709,4.477895773,20.978,7.199999809,50.33,34501160345.6857,5702.187624,0,2820,6050513,0.359640284,20720,70.69880488,201.5158668
El Salvador,2006,YR2006,60.1,0.895865996,3.911948645,3.501842399,4.474083173,4.061758368,71.84904074,,4.037123594,4.437434441,20.747,6.599999905,46.19,37016886880.9409,6093.829303,0,2990,6074487,0.395447938,20720,70.9004878,202.8812629
El Salvador,2007,YR2007,60.4,0.931277832,3.839765177,3.39074762,3.940727313,3.491273182,74.17743933,,4.578085724,4.370536969,20.606,6.300000191,46.97,39568742964.8680,6485.756283,0,3190,6100868,0.433351492,20720,71.10417073,206.9868724
El Salvador,2008,YR2008,60.7,0.965759994,1.274227301,0.799052172,1.783846991,1.306280744,76.58018758,,6.707922935,5.254720102,20.501,5.900000095,46.75,40945788052.2828,6679.979283,0,3390,6129628,0.470300681,20720,71.31087805,215.9348711
El Salvador,2009,YR2009,61,0.994154718,-3.133046282,-3.617269173,-3.930201858,-4.410439893,61.87164222,,1.055950297,-0.47475412,20.403,7.300000191,48.33,40386101641.6593,6555.735157,0,3310,6160423,0.501138107,20720,71.52060976,227.7441753
El Salvador,2010,YR2010,61.3,1.01790264,1.426210101,0.892678428,2.338926071,1.800593244,69.8152696,,1.179335769,1.23608904,20.292,,,41293984350.2788,6667.848272,0,3380,6193000,0.527304763,20720,71.73236585,236.7837328
El Salvador,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,1993,YR1993,37.16,5.645546807,6.29621399,2.728342374,,,39.65141207,18.28537639,5.452284737,-0.699192991,44.811,,,677493963.2064,1637.526801,16.17049172,390,413730,3.414161709,28050,47.77229268,
Equatorial Guinea,1994,YR1994,37.98,5.574808204,5.115622512,1.609762741,,,161.0160343,-23.7899587,31.84101684,54.17915802,43.984,,,726651602.1145,1697.764283,18.32311708,330,428005,3.39212906,28050,48.03139024,
Equatorial Guinea,1995,YR1995,38.8,5.472714302,14.26258663,10.51293682,,,159.4184059,13.05263607,19.87243495,2.607072275,43.175,,,849607218.3202,1919.899166,21.59735834,360,442527,3.336660178,28050,48.24260976,19.01026961
Equatorial Guinea,1996,YR1996,38.8,3.288407179,29.14184537,24.96420109,,,237.9944186,-2.694982184,4.540727715,25.3789401,42.401,,,1116626836.3129,2441.669716,40.88573663,380,457321,3.288407179,28050,48.4,27.99558822
Equatorial Guinea,1997,YR1997,38.8,3.262256554,71.18798538,65.69350343,,,224.1884122,-4.72583364,3.016505407,28.05150091,41.655,,,1948380874.9631,4123.67959,69.48265356,760,472486,3.262256554,28050,48.51153659,39.93817433
Equatorial Guinea,1998,YR1998,38.8,3.238720383,21.91089822,18.02579847,,,275.2324284,60.68791071,7.935710698,-24.07642898,40.936,,,2406607893.4635,4931.179462,62.4644394,940,488039,3.238720383,28050,48.58719512,43.72828698
Equatorial Guinea,1999,YR1999,38.8,3.21829315,41.44645341,36.96676331,,,,-13.57302922,0.37226617,41.15963906,40.263,,,3453950456.6474,6853.062706,57.16900396,720,504001,3.21829315,28050,48.64095122,39.15673723
Equatorial Guinea,2000,YR2000,38.8,3.198106173,13.48240772,9.910540325,,,183.9119984,-16.75863208,4.802288869,46.56174334,39.658,,,4004430408.3853,7695.20429,63.61192343,1270,520380,3.198106173,28050,48.69026829,42.40526652
Equatorial Guinea,2001,YR2001,38.82,3.231717427,61.89738421,56.82975604,,,193.442154,37.07686064,8.825389259,-11.97152743,39.138,,,6630048300.4151,12341.97694,73.5614669,1630,537195,3.180184316,28050,48.75556098,61.41379946
Equatorial Guinea,2002,YR2002,38.84,3.209266391,19.46283403,15.74942351,,,151.9612333,19.89785143,7.592478498,-1.582890271,38.699,,,8049116517.4170,14517.84903,79.01800471,2130,554429,3.157759822,28050,48.85178049,144.04675
Equatorial Guinea,2003,YR2003,38.86,3.171328834,13.95525032,10.45490548,,,173.2742315,17.25470343,7.323543994,0.635621899,38.334,,,9370090337.9925,16381.30545,78.89787761,2150,571999,3.119848782,28050,48.98892683,124.1032437
Equatorial Guinea,2004,YR2004,38.88,3.115061591,37.99872685,33.83509117,,,145.1195097,0.921323155,4.219687871,16.92276351,38.034,,,13297023398.4247,22545.19951,79.51369496,3270,589794,3.063608026,28050,49.17192683,188.3148549
Equatorial Guinea,2005,YR2005,38.9,3.048646113,9.7487276,6.508124451,,,131.0256238,-17.51082118,5.631633514,42.64497277,37.789,,,15080074882.6879,24813.40655,75.07434809,5220,607739,2.99721901,28050,49.40029268,229.0635736
Equatorial Guinea,2006,YR2006,39.06,3.335323894,1.259747203,-1.659061446,,,119.8572032,0.807121175,4.415899842,14.40990675,37.582,,,15766708489.5428,25195.41065,74.27630531,6860,625777,2.924856412,28050,49.6655122,278.7255209
Equatorial Guinea,2007,YR2007,39.22,3.269316,21.44247706,18.0177983,,,112.1814045,16.36190096,2.803738318,-1.17040109,37.391,,,19710621551.5559,30609.59715,63.99081859,9680,643936,2.860526468,28050,49.95263415,371.5516395
Equatorial Guinea,2008,YR2008,39.38,3.223130184,10.67727259,7.604068991,,,110.3708925,,6.551766912,23.68635997,37.196,,,22290346003.5111,33654.59358,59.62414189,14410,662327,2.81600494,28050,50.24721951,750.7492863
Equatorial Guinea,2009,YR2009,39.54,3.202651405,5.325542381,2.42022347,,,127.7370359,,,-33.58512738,36.978,,,23905485694.5471,35097.57632,46.24571497,16320,681115,2.797176952,28050,50.5447561,804.46773
Equatorial Guinea,2010,YR2010,39.7,3.196023691,0.94526003,-1.778098878,,,,,,19.07570523,36.725,,,24326977860.2911,34752.82551,47.25318834,14550,700000,2.792186696,28050,50.84080488,896.1866734
Equatorial Guinea,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Eritrea,1993,YR1993,16.28,0.87836963,13.4547618,13.57882738,13.4547618,13.57882738,102.0600016,,,-1.383170015,39.681,,,1411020366.7004,443.6416216,0,,3180541,-0.109292719,101000,50.6922439,
Eritrea,1994,YR1994,16.44,1.151470625,21.221411,21.01131326,21.25929552,21.04913212,110.8817782,,,10.43214786,39.3,,,1745284196.7464,547.7870955,0,190,3186063,0.17346772,101000,51.55287805,
Eritrea,1995,YR1995,16.6,1.79497045,2.85837881,2.011819123,3.922619013,3.067300264,105.3226286,,,9.81004062,38.926,,,1836934784.4586,571.8079592,0,190,3212503,0.826439877,101000,52.40460976,8.450407283
Eritrea,1996,YR1996,16.84,2.995585044,9.258839895,7.567462415,7.105890317,5.447841494,116.6175203,,,9.074833559,38.601,,,2042552380.5301,625.9706911,0,200,3263016,1.560153699,101000,53.227,7.777513357
Eritrea,1997,YR1997,17.08,3.601901321,7.908684452,5.574569325,8.497083597,6.150241122,115.4147767,,,3.897151912,38.356,,,2246581179.9942,673.6058243,0,210,3335157,2.186783366,101000,54.00653659,9.12318751
Eritrea,1998,YR1998,17.32,4.148797066,1.772582592,-0.991422702,2.658646225,-0.129423356,94.92756564,,,9.109172678,38.205,,,2316550966.2806,675.7212882,0,210,3428264,2.753425588,101000,54.7357561,9.360795419
Eritrea,1999,YR1999,17.56,4.580191521,0.013480723,-3.140182386,0.241227461,-2.919617044,96.25923618,,,2.318561597,38.147,,,2350818533.8391,664.0946059,0,200,3539885,3.204023014,101000,55.40758537,9.108699412
Eritrea,2000,YR2000,17.8,4.901158173,-13.12036663,-16.14518391,-13.68013293,-16.68546129,96.88114915,,,24.97759526,38.166,,,2086571114.4488,568.9237563,0,170,3667576,3.543671264,101000,56.02497561,9.113891968
Eritrea,2001,YR2001,18.12,5.656494987,8.87745968,4.739458631,8.492479517,4.369110039,78.85121077,,,17.11764996,38.238,,,2323310633.3130,609.3972687,0,180,3812473,3.874710656,101000,56.59429268,9.190924967
Eritrea,2002,YR2002,18.44,5.899420752,3.005428651,-1.18065332,2.535402429,-1.631577944,82.6950311,,,17.70789654,38.319,,,2432014177.8355,611.9855816,0,170,3973973,4.148829,101000,57.13246341,7.483428985
Eritrea,2003,YR2003,18.76,5.946178408,-2.655515364,-6.683306322,-2.834587819,-6.854969355,74.00911528,,,31.5848131,38.364,,,2418458708.8741,583.3937303,0,180,4145500,4.225705863,101000,57.65392683,7.723088727
Eritrea,2004,YR2004,19.08,5.776207773,1.456703534,-2.604132071,1.227063213,-2.824580968,65.57125868,,,24.79468082,38.347,,,2523219309.8996,584.3026619,0,210,4318343,4.084835529,101000,58.16268293,8.202837746
Eritrea,2005,YR2005,19.4,5.475662363,2.565806966,-1.270835593,3.000804218,-0.852110128,61.10841232,,,7.630151768,38.239,,,2674281821.4584,596.1189084,0,250,4486155,3.812422358,101000,58.66426829,7.859581054
Eritrea,2006,YR2006,19.84,5.740259814,-0.959170447,-4.363301445,-0.922490732,-4.327882448,45.25990764,,,11.38830895,38.022,,,2734778409.5782,588.6513904,0,250,4645837,3.497556235,101000,59.15773171,8.411364611
Eritrea,2007,YR2007,20.28,5.427960838,1.426514854,-1.801591042,1.591806088,-1.641560539,42.47515742,,,7.287061783,37.703,,,2855369458.4768,595.0470273,0,260,4798561,3.234453151,101000,59.63921951,9.040650691
Eritrea,2008,YR2008,20.72,5.203480042,-9.793548387,-12.50948492,,,30.56880302,,,16.08673675,37.289,,,2631830718.4308,531.949378,0,250,4947521,3.057056175,101000,60.10526829,10.65961855
Eritrea,2009,YR2009,21.16,5.097446019,3.87641253,0.810304829,,,24.96864819,,,29.50846413,36.782,,,2783696938.2845,546.0372755,0,290,5097998,2.996127059,101000,60.55692683,10.67304469
Eritrea,2010,YR2010,21.6,5.066081612,2.203249793,-0.831373612,,,,,,11.56101833,36.188,,,2868080351.0947,545.8851068,0,340,5254000,3.008010842,101000,60.99419512,11.90349972
Eritrea,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Estonia,1993,YR1993,70.44,-2.886155808,-5.74049422,-3.282449713,,,137.2825949,-27.67622257,89.81194903,84.80552051,10.2,6.599999905,39.5,8444470567.1817,5651.771848,0,2590,1494128,-2.574319978,42390,67.9097561,
Estonia,1994,YR1994,70.22,-2.451399924,-1.642424392,0.483692962,-1.989448463,0.129167548,153.926072,-10.75030692,47.65469062,39.66901438,9.7,7.599999905,,8479518732.8203,5797.906025,0,2690,1462514,-2.138588635,42390,66.5,
Estonia,1995,YR1995,70,-2.099192405,4.976239749,6.867316449,5.772681796,7.678105867,143.7725058,-9.511227464,28.77661372,31.52276243,9.4,9.699999809,30.06,9094073059.5611,6330.125181,0,3020,1436634,-1.785399536,42390,67.54390244,167.5034713
Estonia,1996,YR1996,69.88,-1.646940316,4.976516593,6.536784515,4.95866917,6.518671826,134.8045019,-8.252671124,23.05034335,25.20709657,9.4,9.899999619,,9826038679.0230,6941.283079,0,3320,1415594,-1.475364638,42390,69.61219512,221.0285089
Estonia,1997,YR1997,69.76,-1.312789807,10.80160717,12.07300304,7.640930536,8.876059135,154.3219683,0.466079536,10.58187893,11.24235548,9,10.39999962,,11193322410.1489,7997.886734,0,3590,1399535,-1.14091924,42390,69.8097561,224.3744733
Estonia,1998,YR1998,69.64,-1.132725475,5.358000787,6.374902703,6.823610277,7.854658068,159.1497346,7.95888807,8.208333333,6.576063713,8.8,9.5,37.64,11731023628.1613,8462.989467,0,3820,1386156,-0.960559005,42390,69.35853659,225.4060869
Estonia,1999,YR1999,69.52,-0.932982809,-0.136114905,0.626264677,-0.43154587,0.328578336,145.7898388,4.181743919,3.296110897,6.62696664,9,11.60000038,,12071121695.3840,8774.823971,0,3880,1375654,-0.760519414,42390,70.06341463,243.7692108
Estonia,2000,YR2000,69.4,-0.620020528,9.557780827,10.0488855,7.522980703,8.004964163,172.7949835,2.390255606,4.025944979,4.926346909,9.5,13.10000038,37,13535447512.9778,9883.387559,0,4220,1369515,-0.447259184,42390,70.41707317,219.6807933
Estonia,2001,YR2001,69.4,-0.396105896,8.512844142,8.943522324,7.304384566,7.730266475,162.1300852,3.349459592,5.739267541,4.288563377,9.3,12.39999962,36.9,14614709979.2573,10713.80343,0,4450,1364101,-0.396105896,42390,70.25853659,222.6143747
Estonia,2002,YR2002,69.4,-0.400846007,7.942482146,8.376033632,8.002323478,8.436115317,149.2191966,3.249175034,3.57128333,3.346101199,9.6,9.399999619,36.81,16289038864.5819,11989.18839,0,4790,1358644,-0.400846007,42390,70.90487805,261.8994956
Estonia,2003,YR2003,69.4,-0.37512013,7.563701386,7.967952222,6.397889453,6.797758881,145.8703129,1.217537994,1.338289476,4.237147118,9.6,10.69999981,35.78,18131153651.3980,13395.19034,0,5840,1353557,-0.37512013,42390,71.31707317,363.775863
Estonia,2004,YR2004,69.4,-0.315741405,7.223007231,7.562089691,7.200263911,7.539274447,153.2041266,1.983247641,3.048071707,3.600615253,10.4,10,36,19932876404.3224,14772.86306,0,7570,1349290,-0.315741405,42390,71.9097561,445.6779954
Estonia,2005,YR2005,69.4,-0.236923417,9.434108527,9.693690941,10.89266282,11.15570499,161.935378,-0.539956503,4.089689921,5.498129805,10.7,7.900000095,,22275160110.6651,16547.96059,0,9760,1346097,-0.236923417,42390,72.56829268,516.4303376
Estonia,2006,YR2006,69.42,-0.160801937,10.56173408,10.77157595,9.087560436,9.294604387,155.646239,-3.031395747,4.42991487,8.315667781,11.1,5.900000095,,25746172734.3044,19162.83743,0,11470,1343547,-0.189616229,42390,72.69146341,623.2916665
Estonia,2007,YR2007,69.44,-0.110847445,6.919528447,7.068949554,4.53371716,4.679804072,145.701595,-3.700348114,6.597638594,10.54925297,11.8,4.699999809,,28536648952.4466,21269.46746,0,13250,1341672,-0.139653436,42390,72.81463415,835.697326
Estonia,2008,YR2008,69.46,-0.045540191,-5.063518696,-4.992918683,-3.357268442,-3.285399567,147.1142591,1.267344513,10.36560303,7.190162036,12,5.5,,29348322607.7716,21890.70625,0,14710,1340675,-0.074337887,42390,73.77073171,1057.761804
Estonia,2009,YR2009,69.48,-0.00134921,-13.89888279,-13.87292919,-10.58471855,-10.55776596,123.2138329,9.442630073,-0.083306381,-0.051952497,11.8,13.80000019,,26565517895.3050,19821.00478,0,14280,1340271,-0.030138615,42390,74.82439024,967.3020095
Estonia,2010,YR2010,69.5,0.020573488,3.104611099,3.125462852,1.072516712,1.092957497,149.8527921,6.201469145,2.97406521,1.467690262,11.8,16.89999962,,27688998901.7766,20663.43202,0,14460,1340000,-0.008207632,42390,75.42926829,853.3266122
Estonia,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,1993,YR1993,13.38,5.330279997,13.142837,9.395694748,12.59384061,8.8648804,20.18409924,0.550068169,3.543065962,13.37635277,47.225,,,19704348042.8704,368.2903505,0,230,53502211,3.367952878,1000000,48.398,
Ethiopia,1994,YR1994,13.64,5.195286341,3.190201957,-0.130269617,3.151498249,-0.167727911,21.22213209,11.0778408,7.593876002,2.930820861,46.706,3.099999905,,20746940975.4272,375.2993019,0,170,55281054,3.27072657,1000000,48.85304878,
Ethiopia,1995,YR1995,13.9,5.024323407,6.127508067,2.850886062,6.511109427,3.222643964,25.41510765,2.108670329,10.02217336,12.70672017,46.066,,39.96,22530454108.7202,394.9787227,0,150,57042197,3.136104635,1000000,49.31363415,5.27881561
Ethiopia,1996,YR1996,14.1,4.420067669,12.42591678,9.112533579,12.77759081,9.45384317,25.54261953,13.64506241,-5.069363132,0.238993447,45.311,,,25778596133.6772,438.6026192,0,150,58774378,2.991471944,1000000,49.77526829,5.28477398
Ethiopia,1997,YR1997,14.3,4.272021301,3.134063323,0.222654352,2.506446686,-0.387245066,29.23200073,5.72057677,2.395209581,4.520806995,44.462,,,27099040061.3622,448.0532556,0,150,60481739,2.863547313,1000000,50.23895122,5.657400922
Ethiopia,1998,YR1998,14.5,4.148728366,-3.458195501,-6.086142712,-3.203285672,-5.838171738,33.37795149,10.98549038,2.582846004,-0.437435903,43.539,,,26506858935.9286,426.3323259,0,130,62174171,2.75981715,1000000,50.70868293,5.65332628
Ethiopia,1999,YR1999,14.7,4.059026127,5.16240552,2.372124877,5.351453483,2.556156819,35.76611581,9.853503812,7.941448641,0.662849003,42.559,8.199999809,,28283782117.6037,442.8418799,0,130,63868806,2.689141691,1000000,51.19292683,5.166189942
Ethiopia,2000,YR2000,14.9,3.992134919,6.072859062,3.308388454,6.02193842,3.258794906,36.00442204,3.753976302,0.662458109,6.879437896,41.53,,30,30650521150.6982,467.391035,0,130,65577897,2.640763002,1000000,51.71012195,5.322814132
Ethiopia,2001,YR2001,15.14,4.195600531,8.301432184,5.524315803,8.425556576,5.645257338,35.7245726,17.63460988,-8.237844534,-5.754635665,40.453,,,33947529377.8956,504.392979,0,130,67303731,2.597697025,1000000,52.28221951,5.657277649
Ethiopia,2002,YR2002,15.38,4.120777938,1.514716519,-1.039209612,1.64242862,-0.914710516,39.20873362,12.74385865,1.653729328,-3.621357913,39.336,,,35021592270.6514,507.2603261,0,120,69040669,2.548006331,1000000,52.91868293,5.301829734
Ethiopia,2003,YR2003,15.62,4.042159956,-2.161082482,-4.570762114,-2.40823912,-4.811831518,40.73143926,-5.114491743,17.7622842,12.76748364,38.192,,,35003280718.6106,494.5082898,0,120,70784012,2.493741923,1000000,53.618,5.91548752
Ethiopia,2004,YR2004,15.86,3.956858269,13.5723613,10.8435411,13.75302571,11.01986466,46.48114212,2.972115924,3.256272907,3.911626017,37.047,23.10000038,,40880573672.0813,563.6630202,0,140,72526620,2.432051089,1000000,54.37065854,5.97410158
Ethiopia,2005,YR2005,16.1,3.86898293,11.81884442,9.203086523,12.17452612,9.55044782,50.57913662,-2.616867494,11.6109215,9.875290768,35.929,5.400000095,29.83,47236917845.3808,636.0687043,0,160,74263861,2.367077351,1000000,55.15665854,6.765284578
Ethiopia,2006,YR2006,16.4,4.148415633,10.8346294,8.312132192,10.87057907,8.347263683,50.46852744,-4.080686125,12.31,11.55209069,34.868,17,,54057720341.3647,711.3475408,0,190,75993403,2.302209349,1000000,55.95156098,8.329784866
Ethiopia,2007,YR2007,16.7,4.057335149,11.45601535,8.982145384,11.80847099,9.326777942,44.75451931,-8.292756912,17.23800196,17.22083925,33.879,,,62022590901.2227,798.0421904,0,230,77718436,2.24459669,1000000,56.72392683,11.79987036
Ethiopia,2008,YR2008,17,3.979494344,10.78855411,8.378870447,10.79213169,8.382370208,42.23910648,-17.12229301,44.39128123,30.31248562,32.974,,,70210625295.9867,883.7481435,0,290,79446419,2.199031881,1000000,57.45078049,14.04323536
Ethiopia,2009,YR2009,17.3,3.917472389,8.791995639,6.45860198,8.553739589,6.225456096,39.48718892,,8.468335788,24.15354792,32.158,20.5,,77776221741.2115,957.9797541,0,350,81187751,2.168156644,1000000,58.11817073,15.54930077
Ethiopia,2010,YR2010,17.6,3.866049767,10.13694475,7.797116897,9.926467383,7.591111057,43.89883795,,8.136941131,3.786675061,31.43,,,86354410480.4048,1041.041718,0,390,82950000,2.146809713,1000000,58.71509756,15.71461791
Ethiopia,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Euro area,1993,YR1993,71.04784335,0.612441163,-0.7137578,-1.13072162,-0.60408228,-1.021506695,51.492348,,,4.53724124,10.87777814,10.71710414,,5659298223838.3700,18321.00126,0.024167516,20623.53822,308896776,0.42173244,2520620,76.61750891,
Euro area,1994,YR1994,71.18064713,0.495467791,2.454029321,2.139469867,2.105590164,1.792100505,54.07715275,,,3.542473566,10.53806942,11.58288815,,5919001371402.8600,19102.91404,0.022403383,21146.64936,309848087,0.307970518,2520610,76.9468832,
Euro area,1995,YR1995,71.31272628,0.458208694,2.422782461,2.144796573,2.535587937,2.257295884,56.87514242,,,4.523087419,10.44870653,11.26793911,,6190900020318.5100,19926.20753,0.020215197,22282.81783,310691335,0.272148848,2520600,77.09807139,2142.111643
Euro area,1996,YR1996,71.42592937,0.431466454,1.535071838,1.259350288,1.750198795,1.473893061,57.52171372,,,2.289792949,10.53094846,11.51944516,,6406300396445.7500,20563.50846,0.023476652,23527.01546,311537324,0.272292435,2520590,77.32484814,2171.542758
Euro area,1997,YR1997,71.53904504,0.407581162,2.607886968,2.353212418,2.742882276,2.487872665,61.84637421,,,2.438375972,10.56655279,11.54661071,,6681611209166.7400,21393.99302,0.023332476,23497.27885,312312489,0.248819304,2520550,77.68120432,1955.392025
Euro area,1998,YR1998,71.65312151,0.386924594,2.793163651,2.560247248,2.51037362,2.278097984,63.45940837,,,2.662274377,10.45612667,10.93418251,,6995678350299.5200,22348.85657,0.012157815,22401.97361,313021757,0.227102029,2520520,77.81989105,2002.185473
Euro area,1999,YR1999,71.76814863,0.406446158,2.894831312,2.642823968,3.150744643,2.898110523,64.49173615,,,2.34856355,10.48740096,10.21359978,,7269990840067.5800,23168.31085,0.016189218,21974.71341,313790284,0.245518716,2520480,78.03052739,1994.373458
Euro area,2000,YR2000,71.88838312,0.553742288,3.774883876,3.376301536,3.781146189,3.382539796,72.56471842,,,3.396848856,10.68252944,9.193200998,,7735933121046.1500,24558.50631,0.032312848,21722.17096,315000148,0.385564519,2552880,78.33384848,1800.352716
Euro area,2001,YR2001,72.0438206,0.678317996,1.97391018,1.505866206,1.716932934,1.250068445,72.05210659,,,3.271778192,10.4331097,8.197949123,,8145704939124.8500,25740.67823,0.02478002,20755.47754,316452615,0.461100418,2552350,78.67297911,1848.62459
Euro area,2002,YR2002,72.19775893,0.770308432,0.9141182,0.356688575,0.643717839,0.087781852,69.63577724,,,3.208039672,10.35798138,8.588432041,,8456630648694.1900,26575.5993,0.02820541,20219.59298,318210346,0.555448404,2552830,78.78652795,2053.862255
Euro area,2003,YR2003,72.34827521,0.833705441,0.709542685,0.085084901,0.964119981,0.33808367,68.11136765,,,3.057371438,10.35999444,8.820381076,,8643322020679.0300,26993.869,0.027642145,22789.28722,320195746,0.623926917,2552990,78.86917941,2587.620611
Euro area,2004,YR2004,72.49641596,0.849736366,2.195650631,1.542067162,2.961848992,2.303365367,71.0198992,,,2.187980364,10.42615154,9.13219056,,9030286590628.3100,28022.02804,0.031631563,27700.8347,322256711,0.643657833,2552910,79.39282516,2952.363778
Euro area,2005,YR2005,72.64700391,0.810970302,1.677648388,1.069209675,1.65059827,1.042321426,74.3082502,,,2.387610287,10.31045378,8.995439456,,9493232768864.2200,29282.3236,0.043961105,31696.72109,324196703,0.602002048,2552770,79.52623902,3100.076979
Euro area,2006,YR2006,72.83363442,0.803121223,3.244559284,2.685109156,3.697897754,3.135991126,79.19929613,,,2.523936209,10.38033424,8.346952104,,10312349138029.5000,31636.56395,0.047972963,33790.13475,325962995,0.544821087,2552140,79.9264296,3255.662963
Euro area,2007,YR2007,73.01979211,0.823933007,2.993240363,2.412672105,2.639609993,2.061035134,80.91035478,,,2.829588242,10.36022383,7.456615575,,10977858776762.1000,33488.39362,0.048404282,35846.11641,327810850,0.566891036,2552200,80.14740923,3685.052681
Euro area,2008,YR2008,73.20711267,0.780298272,0.382073653,-0.139621069,-0.160940675,-0.679813302,82.39700994,,,2.542074012,10.52423091,7.478612383,,11462223249722.7000,34784.24536,0.054551666,38469.38231,329523413,0.522424136,2551660,80.32751217,4129.741127
Euro area,2009,YR2009,73.39293013,0.627674854,-4.277720474,-4.633346543,-4.081826597,-4.438180448,71.48240009,,,0.911772423,10.34150572,9.414311557,,11207009271808.5000,33883.39859,0.029754939,38449.52435,330752219,0.372904004,2551580,80.49396829,4079.790997
Euro area,2010,YR2010,73.58082383,0.562811675,1.949678221,1.638149473,2.26559324,1.953099147,79.75300676,,,1.01672285,10.28854039,10.00307439,,11394532026787.0000,34345.08668,0.040314794,38564.56679,331766000,0.306507694,2551580,80.7310316,3968.623317
Euro area,2011,YR2011,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),1993,YR1993,68.30064485,0.45942839,-0.542190419,-0.890331655,-0.350278452,-0.699091455,53.66909805,,,18.28900022,13.19412464,9.501631546,,9618737875331.8100,11285.05023,0.645233852,10832.38841,852343381.5,0.351268692,27291049,71.44302614,
Europe & Central Asia (all income levels),1994,YR1994,68.38390148,0.3392886,1.836324813,1.612390991,1.839516009,1.615575169,55.52306794,,,13.44848713,12.83611443,10.20202796,,9832454993614.5200,11510.42414,0.583249425,11012.20428,854221779.5,0.220380428,27286199,71.5549876,
Europe & Central Asia (all income levels),1995,YR1995,68.46717974,0.290366853,2.459776508,2.284120151,2.456374664,2.280724139,58.35864879,,,9.319633553,12.51861245,9.797251843,,10238567683360.0000,11965.29402,0.561778841,11566.36407,855688766.6,0.171733752,27283199,71.7518136,1021.282602
Europe & Central Asia (all income levels),1996,YR1996,68.53439638,0.225089241,1.869767744,1.73751249,2.024926599,1.892469905,59.11632334,,,4.188850919,12.25590898,9.962208043,,10614367720266.3000,12388.36799,0.710690973,12236.45686,856801132.4,0.129996548,27282849,72.13793333,1053.180943
Europe & Central Asia (all income levels),1997,YR1997,68.59512309,0.237640668,3.321860552,3.165364348,3.481598633,3.324860481,62.43947421,,,6.346318139,12.01228798,10.42302424,,11129441853910.9000,12969.85292,0.688951377,12436.75694,858100852.8,0.15169452,27352189,72.51149276,982.3306938
Europe & Central Asia (all income levels),1998,YR1998,68.65991943,0.226510329,2.734991133,2.614297605,2.7512166,2.63050401,63.23373761,,,4.602638404,11.80316241,10.41622043,,11688742232155.1000,13605.63879,0.363501082,12019.98644,859110139.3,0.117618627,27354679,72.71009692,1004.026789
